Date,Values
2017-02-19,6037.5
2017-02-20,5975.5
2017-02-21,5914.5
2017-02-22,5862.0
2017-02-23,6023.0
2017-02-24,6143.5
2017-02-25,5990.25
2017-02-26,5851.0
2017-02-27,5710.25
2017-02-28,5628.25
2017-03-01,5730.25
2017-03-02,5526.25
2017-03-03,5332.75
2017-03-04,5127.75
2017-03-05,5598.75
2017-03-06,5703.25
2017-03-07,5512.0
2017-03-08,5620.0
2017-03-09,5589.25
2017-03-10,5588.5
2017-03-11,5643.5
2017-03-12,5714.25
2017-03-13,5600.25
2017-03-14,5372.75
2017-03-15,5608.25
2017-03-16,5492.75
2017-03-17,5329.5
2017-03-18,5600.0
2017-03-19,5430.0
2017-03-20,5378.0
2017-03-21,5530.25
2017-03-22,5576.5
2017-03-23,5368.5
2017-03-24,5483.5
2017-03-25,5078.25
2017-03-26,5299.25
2017-03-27,5114.25
2017-03-28,5177.25
2017-03-29,4906.0
2017-03-30,4771.5
2017-03-31,4684.5
2017-04-01,4795.5
2017-04-02,4903.25
2017-04-03,4972.0
2017-04-04,4910.5
2017-04-05,4947.5
2017-04-06,4957.5
2017-04-07,4922.5
2017-04-08,4790.0
2017-04-09,4684.5
2017-04-10,4971.0
2017-04-11,5015.0
2017-04-12,5008.25
2017-04-13,5071.75
2017-04-14,4965.75
2017-04-15,5118.25
2017-04-16,5733.25
2017-04-17,5889.0
2017-04-18,5961.25
2017-04-19,5942.75
2017-04-20,5682.25
2017-04-21,5574.25
2017-04-22,5512.75
2017-04-23,5666.75
2017-04-24,5674.0
2017-04-25,5863.0
2017-04-26,5803.5
2017-04-27,5651.5
2017-04-28,5655.75
2017-04-29,5153.5
2017-04-30,4817.75
2017-05-01,5410.75
2017-05-02,5282.25
2017-05-03,5401.5
2017-05-04,5321.5
2017-05-05,4953.5
2017-05-06,4998.75
2017-05-07,5416.0
2017-05-08,5720.25
2017-05-09,5682.0
2017-05-10,5355.5
2017-05-11,5113.5
2017-05-12,4755.75
2017-05-13,4729.25
2017-05-14,4819.0
2017-05-15,4648.25
2017-05-16,4456.25
2017-05-17,4386.75
2017-05-18,4421.75
2017-05-19,4392.75
2017-05-20,4352.5
2017-05-21,4511.25
2017-05-22,4430.75
2017-05-23,4640.25
2017-05-24,4518.5
2017-05-25,4607.0
2017-05-26,4387.5
2017-05-27,4330.75
2017-05-28,4316.5
2017-05-29,4299.5
2017-05-30,4281.75
2017-05-31,4297.5
2017-06-01,3968.25
2017-06-02,4000.75
2017-06-03,4053.75
2017-06-04,4034.5
2017-06-05,3989.5
2017-06-06,3915.25
2017-06-07,3872.5
2017-06-08,3943.25
2017-06-09,4007.75
2017-06-10,3986.25
2017-06-11,3961.0
2017-06-12,3963.25
2017-06-13,3932.5
2017-06-14,3897.75
2017-06-15,3904.25
2017-06-16,3989.0
2017-06-17,3932.25
2017-06-18,3907.75
2017-06-19,3851.0
2017-06-20,3846.5
2017-06-21,3840.25
2017-06-22,3832.5
2017-06-23,3946.0
2017-06-24,3982.75
2017-06-25,3923.5
2017-06-26,3898.25
2017-06-27,3988.75
2017-06-28,3988.5
2017-06-29,3934.25
2017-06-30,3740.0
2017-07-01,3758.25
2017-07-02,3752.5
2017-07-03,3732.75
2017-07-04,3704.25
2017-07-05,3733.25
2017-07-06,3761.75
2017-07-07,3776.25
2017-07-08,3811.0
2017-07-09,4023.25
2017-07-10,3891.5
2017-07-11,3913.75
2017-07-12,3992.25
2017-07-13,3797.25
2017-07-14,3802.5
2017-07-15,3781.0
2017-07-16,3740.0
2017-07-17,3731.0
2017-07-18,3695.75
2017-07-19,3734.75
2017-07-20,3756.25
2017-07-21,3745.0
2017-07-22,3762.0
2017-07-23,3795.5
2017-07-24,3959.75
2017-07-25,3938.25
2017-07-26,3882.75
2017-07-27,3807.75
2017-07-28,3798.5
2017-07-29,3737.25
2017-07-30,3976.75
2017-07-31,4186.0
2017-08-01,4156.25
2017-08-02,4075.75
2017-08-03,4088.5
2017-08-04,4156.75
2017-08-05,4146.25
2017-08-06,4322.75
2017-08-07,4298.0
2017-08-08,4170.75
2017-08-09,4467.5
2017-08-10,4468.25
2017-08-11,4269.75
2017-08-12,4178.75
2017-08-13,4324.25
2017-08-14,4195.0
2017-08-15,4313.5
2017-08-16,4199.75
2017-08-17,4329.75
2017-08-18,4256.5
2017-08-19,4094.5
2017-08-20,4382.0
2017-08-21,4299.5
2017-08-22,4284.75
2017-08-23,4254.75
2017-08-24,4245.25
2017-08-25,4226.75
2017-08-26,4116.25
2017-08-27,4264.5
2017-08-28,4268.0
2017-08-29,4346.25
2017-08-30,4340.5
2017-08-31,4354.5
2017-09-01,4331.5
2017-09-02,4330.75
2017-09-03,4427.25
2017-09-04,4514.0
2017-09-05,4409.0
2017-09-06,4431.25
2017-09-07,4514.0
2017-09-08,4468.75
2017-09-09,4510.0
2017-09-10,4427.25
2017-09-11,4514.25
2017-09-12,4405.75
2017-09-13,4574.75
2017-09-14,4479.0
2017-09-15,3928.5
2017-09-16,3932.5
2017-09-17,3888.75
2017-09-18,3930.75
2017-09-19,3927.25
2017-09-20,4095.75
2017-09-21,4098.25
2017-09-22,3896.75
2017-09-23,3904.0
2017-09-24,3908.75
2017-09-25,4136.5
2017-09-26,4284.25
2017-09-27,4058.0
2017-09-28,4510.0
2017-09-29,4424.5
2017-09-30,4491.25
2017-10-01,4494.75
2017-10-02,4470.5
2017-10-03,4463.5
2017-10-04,4439.75
2017-10-05,4637.5
2017-10-06,4540.5
2017-10-07,4473.5
2017-10-08,5048.75
2017-10-09,5024.0
2017-10-10,4704.0
2017-10-11,4609.5
2017-10-12,4636.5
2017-10-13,4599.25
2017-10-14,4524.75
2017-10-15,4362.0
2017-10-16,4240.5
2017-10-17,4453.0
2017-10-18,4510.5
2017-10-19,4473.25
2017-10-20,4536.5
2017-10-21,4593.25
2017-10-22,4928.5
2017-10-23,4908.0
2017-10-24,4735.25
2017-10-25,4729.75
2017-10-26,4866.75
2017-10-27,4390.75
2017-10-28,4379.0
2017-10-29,5125.0
2017-10-30,5443.25
2017-10-31,5309.25
2017-11-01,5191.75
2017-11-02,5209.75
2017-11-03,5111.75
2017-11-04,5064.5
2017-11-05,5290.5
2017-11-06,5384.0
2017-11-07,5381.25
2017-11-08,5324.5
2017-11-09,5293.25
2017-11-10,5295.5
2017-11-11,5333.75
2017-11-12,5341.0
2017-11-13,5358.5
2017-11-14,5349.5
2017-11-15,5358.0
2017-11-16,5421.5
2017-11-17,5479.0
2017-11-18,5019.75
2017-11-19,5544.25
2017-11-20,5441.75
2017-11-21,5290.75
2017-11-22,5037.75
2017-11-23,5068.5
2017-11-24,5469.0
2017-11-25,5557.25
2017-11-26,5395.25
2017-11-27,5377.0
2017-11-28,5518.25
2017-11-29,5625.0
2017-11-30,5708.5
2017-12-01,5708.25
2017-12-02,5673.5
2017-12-03,5668.25
2017-12-04,5618.0
2017-12-05,5610.75
2017-12-06,5530.5
2017-12-07,5492.75
2017-12-08,5664.0
2017-12-09,5510.0
2017-12-10,5650.0
2017-12-11,5524.5
2017-12-12,5529.75
2017-12-13,5429.5
2017-12-14,5556.0
2017-12-15,5558.5
2017-12-16,5577.0
2017-12-17,5583.0
2017-12-18,5582.25
2017-12-19,5597.25
2017-12-20,5506.0
2017-12-21,5313.5
2017-12-22,4795.0
2017-12-23,4162.25
